"年","月","日","時","分","縣市","區","死","受傷","2-30","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","受傷程度","主要傷處","保護裝備","行動電話","當事者區分(類別)","車輛用途","當事者行動狀態","駕駛資格情形","駕駛執照種類","飲酒情形","車輛撞擊部位最初","車輛撞擊部位其他","肇事因素個別","肇事因素主要","肇事逃逸","職業","旅次目的","車種","GPS座標(緯度)","GPS座標(經度)","事故類別"
"2019","8","24","14","3","臺中市","大甲區","0","1","0","6","1","5","40","11","9","1","4","4","5","7","4","4","10","5","5","2","17","43","2","8","1","1","C04","7","9","1","10","2","11","","43","43","1","21","8","C04","24.344786","120.618941","2"
"2019","8","24","14","6","臺中市","大里區","0","1","0","7","1","5","50","4","1","1","4","4","5","7","1","1","10","5","5","2","17","6","3","10","1","1","C03","7","5","1","10","2","15","","6","6","1","5","5","C03","24.11208","120.692268","2"
"2019","8","24","14","10","臺中市","南屯區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","22","","B03","24.155639","120.647507","3"
"2019","8","24","14","25","臺中市","梧棲區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","19","","1","5","","B12","24.261195","120.538127","3"
"2019","8","24","14","42","臺中市","大雅區","0","0","0","6","1","5","50","14","8","1","4","4","5","7","4","4","3","4","4","1","17","23","3","10","1","1","B03","7","9","1","8","8","5","","23","23","1","21","8","B03","24.24241","120.627401","3"
"2019","8","24","14","49","臺中市","北區","0","0","0","8","1","5","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","25","","1","5","","B03","24.151662","120.688359","3"
"2019","8","24","14","52","臺中市","西區","0","0","0","8","","","50","","","","","","","","","","","","","","","43","3","","","","B02","","","1","","2","","","43","43","1","21","","B02","24.140164","120.658851","3"
"2019","8","24","14","52","臺中市","神岡區","0","2","0","7","1","5","50","3","1","1","4","4","5","7","4","4","10","5","5","2","17","6","2","9","1","1","C03","7","11","1","10","2","12","","6","6","1","21","8","C03","24.238965","120.678951","2"
"2019","8","24","14","55","臺中市","烏日區","0","2","0","8","1","5","50","4","1","1","5","4","5","7","3","2","10","5","5","2","17","6","3","10","1","1","B03","7","6","1","8","2","4","","6","6","1","21","8","B03","24.103065","120.621169","2"
"2019","8","24","14","58","臺中市","北屯區","0","0","0","","1","8","50","4","1","1","5","4","5","7","1","1","10","3","5","2","12","23","3","10","1","1","B03","7","9","1","8","2","5","","23","23","1","21","8","B03","24.180301","120.690265","3"
"2019","8","24","15","3","臺中市","豐原區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","22","","B03","24.265498","120.73373","3"
"2019","8","24","15","15","臺中市","清水區","0","0","0","8","1","5","50","4","2","1","5","4","5","7","1","1","10","4","4","2","13","16","3","10","1","1","B03","7","9","1","8","2","1","","16","16","1","5","1","B03","24.295726","120.565714","3"
"2019","8","24","15","25","臺中市","清水區","0","1","0","8","1","5","40","11","9","1","5","4","5","7","4","4","10","5","5","2","11","5","3","10","1","1","B03","7","9","1","8","2","1","5","5","5","1","5","5","B03","24.287269","120.607409","2"
"2019","8","24","15","29","臺中市","南區","0","2","0","7","1","5","40","4","1","1","5","4","5","7","2","1","10","5","5","2","16","26","2","7","3","4","C03","7","11","1","10","2","14","","26","26","1","5","8","C03","24.123786","120.679331","2"
"2019","8","24","15","30","臺中市","沙鹿區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","15","25","3","10","1","1","B03","7","9","1","8","2","5","","25","25","1","4","5","B03","24.239357","120.564615","2"
"2019","8","24","15","44","臺中市","潭子區","0","1","0","7","1","5","40","14","8","1","5","4","5","7","4","4","1","4","4","1","18","23","2","9","1","1","C03","7","9","1","10","2","14","","23","23","1","22","8","C03","24.213771","120.705271","2"
"2019","8","24","16","6","臺中市","龍井區","0","2","0","8","1","5","40","14","9","1","5","4","5","7","4","4","10","5","5","2","11","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","20","8","C03","24.205426","120.529351","2"
"2019","8","24","16","29","臺中市","太平區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.126366","120.710837","3"
"2019","8","24","16","32","臺中市","南區","0","1","0","8","1","5","50","4","2","1","5","4","5","7","1","1","5","5","4","2","11","26","3","10","1","1","B03","7","9","1","8","2","8","","26","26","1","5","8","B03","24.129435","120.68157","2"
"2019","8","24","16","34","臺中市","南屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.145686","120.623103","3"
"2019","8","24","16","36","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","42","","","","","B12","","","1","8","2","","","42","42","1","","","B12","24.159785","120.682398","3"
"2019","8","24","16","40","臺中市","清水區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","3","15","3","10","1","1","B03","7","5","1","8","2","1","","15","15","1","5","5","B03","24.278228","120.573449","2"
"2019","8","24","16","47","臺中市","太平區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.143274","120.733747","3"
"2019","8","24","16","51","臺中市","東區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","11","","","43","","1","","","","24.151539","120.697795","3"
"2019","8","24","16","55","臺中市","西區","0","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","","1","21","","B03","24.156671","120.660589","3"
"2019","8","24","16","57","臺中市","北區","0","1","0","7","1","5","50","4","1","1","5","4","5","7","3","1","10","5","5","2","15","6","3","10","1","1","B12","7","9","1","8","2","8","","6","6","1","22","8","B12","24.146","120.6738","2"
"2019","8","24","17","3","臺中市","西屯區","0","1","0","8","1","5","50","12","9","1","5","4","5","7","4","4","8","5","5","1","17","23","2","9","1","1","C03","7","9","1","10","2","14","","23","23","1","22","8","C03","24.17527","120.619283","2"
"2019","8","24","17","3","臺中市","龍井區","0","1","0","8","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","2","4","1","1","C03","7","9","2","18","2","12","","6","6","1","16","8","C03","24.192496","120.54413","2"
"2019","8","24","17","4","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","","3","","","","B03","","","1","","2","","","23","","1","22","","B03","24.159083","120.67168","3"
"2019","8","24","17","7","臺中市","西屯區","0","0","0","8","1","5","50","14","7","1","5","4","5","7","4","4","1","4","3","2","13","21","3","10","1","1","A31","7","9","1","1","6","1","","23","21","1","10","8","A31","24.17873","120.623805","3"
"2019","8","24","17","11","臺中市","豐原區","0","0","0","8","","","50","","","","","","","","","","","","","","","4","","","","","C03","","","1","","2","","","4","4","1","21","","C03","24.248698","120.73009","3"
"2019","8","24","17","13","臺中市","西屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","","","B03","24.182326","120.619161","3"
"2019","8","24","17","23","臺中市","南屯區","0","2","0","7","2","5","50","4","1","1","5","4","5","7","2","1","1","2","4","2","16","6","3","10","1","1","B03","7","6","1","8","2","2","","6","6","1","18","8","B03","24.151301","120.641063","2"
"2019","8","24","17","40","臺中市","北屯區","0","1","0","8","2","5","50","14","7","1","5","4","5","7","4","4","1","4","4","2","12","7","3","10","1","1","B03","7","7","1","2","2","7","","7","7","1","21","8","B03","24.166096","120.695371","2"
"2019","8","24","17","47","臺中市","神岡區","0","0","0","8","","","50","","","","","","","","","","","","","","","1","","","","","C03","","4","1","","2","","","1","1","1","22","","C03","24.267094","120.688253","3"
"2019","8","24","17","53","臺中市","豐原區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","22","","B03","24.251498","120.716008","3"
"2019","8","24","17","58","臺中市","北區","0","1","0","8","1","5","50","3","8","1","5","4","5","7","4","4","10","4","4","2","16","6","3","10","1","1","B03","7","8","1","8","2","2","","6","6","1","22","8","B03","24.159476","120.67695","2"
"2019","8","24","17","59","臺中市","西區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","1","","","22","","C03","24.15221","120.67096","3"
"2019","8","24","18","0","臺中市","潭子區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","C03","","","1","","10","","","44","","1","22","","C03","24.215994","120.70997","3"
"2019","8","24","18","11","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","4","","B03","24.201207","120.678387","3"
"2019","8","24","18","16","臺中市","大雅區","0","1","0","7","3","5","50","3","1","1","5","4","5","6","4","4","5","5","4","1","16","6","3","10","1","1","B03","7","5","1","8","2","2","","6","6","1","21","8","B03","24.218623","120.65064","2"
"2019","8","24","18","20","臺中市","北屯區","0","1","0","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","17","23","3","10","1","1","B03","7","5","1","8","2","15","","23","23","1","21","8","B03","24.166698","120.689918","2"
"2019","8","24","18","22","臺中市","霧峰區","0","1","0","8","3","5","50","14","12","1","5","4","5","7","4","4","5","2","4","1","16","10","3","10","1","1","B03","7","11","1","8","2","1","","10","10","1","21","8","B03","24.058671","120.695609","2"
"2019","8","24","18","30","臺中市","清水區","0","1","0","7","3","5","40","14","8","1","5","4","5","7","4","4","5","4","4","2","2","23","3","10","1","1","C03","7","9","1","10","2","11","","23","23","1","3","8","C03","24.268928","120.59065","2"
"2019","8","24","18","34","臺中市","神岡區","0","1","0","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","17","6","3","10","1","1","B03","7","6","1","8","2","2","","6","6","1","21","8","B03","24.25531","120.655675","2"
"2019","8","24","18","41","臺中市","南區","0","0","0","8","","","50","","","","","","","","","","","","","","","23","","","","","B03","","","1","1","2","","","23","23","1","5","","B03","24.11488","120.671213","3"
"2019","8","24","18","42","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","22","","B03","24.161414","120.633985","3"
"2019","8","24","18","44","臺中市","太平區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","4","","B03","24.134648","120.733063","3"
"2019","8","24","18","47","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","12","","","","","A12","","","1","3","2","","","12","12","1","","","A12","24.149455","120.67852","3"
"2019","8","24","18","50","臺中市","北屯區","0","0","0","8","3","5","50","14","9","1","5","4","5","7","4","4","8","3","5","2","14","12","3","10","1","1","B03","7","2","1","8","2","6","","12","12","1","21","8","B03","24.188635","120.687013","3"
"2019","8","24","18","53","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","12","","1","22","","B12","24.1665","120.6697","3"
"2019","8","24","19","3","臺中市","龍井區","0","1","0","8","3","5","50","4","2","1","5","4","5","7","1","1","5","5","4","2","16","8","3","10","1","1","B12","7","5","1","8","2","8","","8","8","1","21","8","B12","24.17726","120.534636","2"
"2019","8","24","19","4","臺中市","北區","0","0","0","8","","","40","","","","","","","","","","","","","","","","3","","","","B03","","","1","","2","","","12","","1","22","","B03","24.161876","120.663321","3"
"2019","8","24","19","9","臺中市","南區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","42","","1","5","","B03","24.120279","120.650584","3"
"2019","8","24","19","12","臺中市","北屯區","0","1","0","7","3","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","16","9","3","10","1","1","B03","7","6","1","8","2","6","","9","9","1","21","8","B03","24.167146","120.706831","2"
"2019","8","24","19","24","臺中市","中區","0","0","0","8","","","50","","","","","","","","","","","","","","","19","3","","","","B03","","","1","","2","","","19","19","1","21","","B03","24.143998","120.677568","3"
"2019","8","24","19","25","臺中市","北區","0","1","0","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","3","4","B03","7","5","1","8","2","8","8","6","6","1","22","9","B03","24.163887","120.686694","2"
"2019","8","24","19","30","臺中市","西屯區","0","2","0","8","3","5","50","14","8","1","5","4","5","7","2","1","1","3","1","1","13","23","2","8","1","1","C03","7","9","1","8","2","11","","23","23","1","22","8","C03","24.164106","120.648496","2"
"2019","8","24","19","30","臺中市","霧峰區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","11","","","38","","1","4","","B03","24.064487","120.698727","3"
"2019","8","24","19","39","臺中市","大里區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","21","","B03","24.091759","120.729763","3"
